V0,V1,pol
TRAMXGR128E07822CC,SOPGXXV12AB0183709,0.0
TRAMXIQ128F4246FAF,SORPYYA12A8C135B7F,0.0
TRAMXNY128F92F84F4,SOFKXQZ12A8C1422D9,0.0
TRAMODP128F426247B,SOIHARY12A8C1338E8,0.0
TRAMOBS128F4216395,SOMAJVT12A6D4FB162,0.0
TRAMOOQ128F93268E3,SOEOEZA12AB018530E,0.0
TRAMOWI12903CE9331,SOZBCID12AC468B7E6,0.0
TRAMOXE128EF36565E,SOIJZUS12A6D4F73B1,0.0
TRAMOGP128F933CE78,SOUAOPT12AB0182B82,0.006898734933282365
TRAMOLS128F92F99E3,SOFPYWI12AB017E7C0,0.0
TRAMOGF128F428C9F3,SOBKSMX12A6D4F9750,0.0
TRAMOON128F92CB142,SONSVNR12A8C1405E7,0.0
TRAMOPU128E07888FD,SOARXSQ12A67020F78,0.0
TRAMOUF128F9353A1B,SOCPVQM12AB0184ABB,0.0
TRAMOZP128F425B7BC,SOQFVNY12A58A7F001,0.0
TRAMOKE128F4267302,SOLDBZO12A8C13D2A5,0.0
TRAMOYG128F146B4DD,SOKYNPU12A6D4F8462,0.0
TRAMOKN128F9348196,SOXXYXY12AB01851E5,0.0
TRAMOGA12903CB4421,SOIAQFI12AF729E236,0.0
TRAMMAF128F93051B0,SOAHYMX12AB0182021,0.0
TRAMMCH128F4241EBD,SOPBCHO12A8AE4808C,0.0
TRAMMTQ12903CA4FE7,SOLBVPH12AB018577F,0.0
TRAMMQW128F42621E1,SONWRPE12A58A7B042,0.0
TRAMMVU128F9343E9B,SORQGPC12AB01859EA,0.0
TRAMMDM128F425EAA9,SOBGPAH12A58A78C55,0.0
TRAMMDO128E0781A5D,SORXYBE12A6310E27A,0.0
TRAMMTK128F4279CD2,SOERNBP12A8C13D228,0.0
TRAMMFP12903CB59C2,SOFOWNK12AB018C539,0.0
TRAMRWS128F14985A2,SOPRCGJ12A58A80410,0.0
TRAMRXM128F92F46D7,SOWFZZY12A8C142E99,0.0
TRAMRKN128F424E9B2,SOJUTVA12A8151E862,0.0
TRAMRBW12903CA654C,SOZMMFV12AB0183F74,0.0
TRAMRFE128F4267DF3,SOYDZUT12A8C13677D,0.0
TRAMRXD12903CE8BB1,SOEWQBT12AC3DF93A7,0.0
TRAMRZO12903CA82FB,SOYDJQU12AB018BD6F,-0.02840909090909091
TRAMRVN128F92F543E,SOVGPMI12AB0183BA2,0.0
TRAMRQS12903D0FD39,SOUVAZT12AB017C119,0.0
TRAMROF128F428ED37,SOSMUCO12A8C13AE8E,0.0
TRAMYQN128F4282647,SOGCHIX12A8C13DCC9,0.0
TRAMYRB128F426234C,SOQKYHD12A8C139193,0.0
TRAMYEF128F934F2D0,SOEYLYV12AB0185C8A,0.0
TRAMYZP128F4296A16,SOVDLSZ12A8C140662,0.0
TRAMYUZ128F4246FAC,SOLOMCQ12A8C135B73,0.0
TRAMYEC128F4279CA7,SORNTMR12A8C13F949,0.0
TRAMYHK128F9348112,SORAIKD12AB018A306,0.0
TRAMAHA12903CBF34E,SOZFYIJ12AB018DB5F,0.0
TRAMAKK128F9301EE4,SONRCXL12A8C13ABE3,0.0
TRAMAEP128F147949B,SONLCFV12A6D4F8AC3,0.0
TRAMAYD128F426DDBD,SOZPJVN12A8C133983,0.0
TRAMARM128E0796A50,SOXNJYI12A67AE0EE7,0.0
TRAMAAZ12903CE885E,SOGUEML12AB01850DA,-0.5112670068027211
TRAMBWQ12903CBE46F,SOOKMHU12AB017EB61,0.0
TRAMBER128F9311148,SOKMXMN12A8C1437A5,0.0
TRAMBLO128F4287D24,SOUNTXT12A8C138FC2,0.0
TRAMBBV128F9337714,SOQVVEE12AB01843C3,0.0
TRAMBYY12903CD7379,SOLFNJP12A58A78574,0.0
TRAMBNF128F426FBB6,SOZWECJ12A6D4F5229,0.0
TRAMBPW128F9337F71,SORYDNX12AB0187381,0.0
TRAMBEV128F424C478,SOXXGFN12A8C1379A1,0.0
TRAMBRB128F931E683,SOCHVST12AB017CD1D,0.0
TRAMBTK128F42390A4,SOAELDS12A8AE47F30,0.0
TRAMBHU128F425A620,SONLPSN12A8AE4711C,0.0
TRAMBVP128F424DD31,SOOOUTD12A8C135657,0.0
TRAMBAG128F427D469,SOHPUUH12A8C137C12,0.0
TRAMBFD128EF34B848,SOFNQWZ12A6BD53D1D,0.0
TRAMBRA128F92D257A,SOKBJDL12A8C145D66,0.0
TRAMBEY128F42408F1,SOUBHGD12A8AE4685D,0.0
TRAMNVF128F92E6392,SOGVKJE12AB017DA9C,0.0
TRAMNFT128F9316759,SOLZRNM12AB0182048,0.0
TRAMNPV128F932AC6D,SOOOWUL12AB0182785,0.0
TRAMNIE128F92ECFDD,SOLIERS12A58A75718,0.0
TRAMNJB128F92EFDC7,SOEUWCB12AB0183A31,0.0
TRAMNQJ128F1456E04,SOWLRCG12A6D4F7D25,0.0
TRAMNAO128F92FACF2,SOYACRZ12A6D4FA356,0.0
TRAMNDH128F425C33D,SOXZRXO12A8C134918,0.0
TRAMNVF128F92DE562,SOXIDBV12AAF3B3B76,0.0
TRAMNUT128F14B07A9,SOENVPC12A58A771C4,0.0
TRAMNUL128F92DFD82,SOETFHY12AAF3B3FD4,0.0
TRAMNGQ128F92F56EE,SOHERCW12A8C14292A,0.0
TRAMNDO128F9315128,SOBMUYO12AB0183BAC,-0.15625
TRAMSSA128F92F60D1,SODSKGE12A8C144435,0.0
TRAMSLB128F9341812,SOAOXXE12AB0182517,0.0
TRAMSUE128F424B61F,SOVJSWO12A8C13426D,0.0
TRAMSDM12903CAAB21,SOKSSME12AB0187610,0.0
TRAMSIH128F42990AB,SOXHXDU12A8C13BAF0,0.0
TRAMSIE128F42904B2,SOIRCZT12A8C13F724,0.0
TRAMSBQ128F4238B2D,SOWWQST12A8AE4675B,0.0
TRAMSGC12903CF9375,SOSOEOS12AC468911E,0.0
TRAMSAY128F92ED0DD,SOIARWN12AF72A5A63,0.0
TRAMSTR128F9331A3B,SOCQTHA12AB0181C33,0.0
TRAMSSK128F92FDC80,SOBNYPF12AB0179B22,0.0
TRAMFDZ12903CA7820,SOOXHKU12AB0187180,0.0
TRAMFYQ128F426F729,SOIDNKA12A8C13B743,0.0
TRAMFHI12903CB4349,SOXVULB12AB0184DD5,0.0
TRAMFAS12903CD7030,SOCIKSJ12AB018BEAB,0.0
TRAMFEW12903CBAA97,SOPESJQ12AB0189D07,0.0
TRAMFCQ128E078CF59,SOYOBCG12A6701FB4E,0.0
TRAMFFW128F4263AD7,SODNXEC12A8C130EFA,0.0
TRAMFTL128F425BA6B,SOJDTLW12A8C1394FD,0.0
TRAMFIU128F426B004,SOSWEJS12A8C138994,0.0
TRAMFRD128E07833DA,SOYEFDU12A6310F400,0.0
TRAMFEX128F933D454,SOFDDGP12AB0186E80,0.0
TRAMFPX128F4254D88,SOMNNMY12A8C13247F,0.0
TRAMFQM128F4276295,SOMMBWK12A8C13CCE9,0.0
TRAMFTM128F9330ACA,SODSGOT12AB0180ACC,0.0
TRAMFJR128F92C1DB1,SOQCQNU12A8C138694,0.0
TRAMDVP128F92F9803,SODQAHH12AB017DB34,0.0
TRAMDWV12903CC575A,SOPWNYG12AB0189540,0.0
TRAMDWV128F931B5BD,SOEAMLK12AB017F3D2,0.0
TRAMDNR12903CEC0DF,SOKXQAJ12AC4687FA7,0.0
TRAMDQE128F1458F98,SOGDWHE12A6D4F794A,0.0
TRAMDHN128F92F5E19,SOPAZPG12AB017DDDA,0.0
TRAMDDN128F4277101,SOGVTFI12A8C13F248,0.0
TRAMDCB128F42772E3,SOPFPTM12A8C135D00,0.0
TRAMDUJ12903D0728D,SORJEKJ12AC468D3BA,0.0
TRAMDKP12903CF22A1,SOBSFSK12AC468926B,-0.030130853994490364
TRAMDQZ128F4249913,SOXHJUK12A8C1351F4,0.0
TRAMDUW12903CB5100,SOIQDHX12CF530D596,0.0
TRAMDCX128E07908F1,SOBTIQL12A6701FD2D,0.0
TRAMDCX128F4294590,SOJGLOH12A8C139F3C,0.0
TRAMDVH12903CDCD55,SOVKHLV12AB0187078,0.0
TRAMDEN128F429D23B,SOAKNXU12A8C13E920,0.0
TRAMEEO128F1462296,SOSRMYO12A6D4F64EA,0.0
TRAMETQ128F426CB63,SOLBRZV12A8C13177C,-0.78125
TRAMERT128F92EBE2D,SOATWYP12AB017B841,0.0
TRAMEEC128F9307A54,SOVWWUP12AB017FDB1,0.0
TRAMESI128F93509F7,SOQNPQX12A8C135E46,0.0
TRAMEDG128E07933F4,SODYSVW12A679C805B,0.0
TRAMEUN128F93433AB,SOMQBLB12A58A7921E,0.0
TRAMENF128F429F999,SOHMVLQ12A8C14202E,0.0
TRAMEBP12903CD7EEA,SOIEKLM12AB01896EC,0.0
TRAMEPV128F425DE26,SOFTYWI12A8C138BEC,0.0
TRAMEEM128F425C4D6,SOBUXON12A8AE493EB,0.0
TRAMEED128F42325DF,SODJJHJ12A8AE493AF,0.0
TRAMEQB128F42710BB,SOTNIIP12A8C1359DA,0.041666666666666664
TRAMEXS128F427FFAE,SOWHRKI12A8C13CF2A,0.0
TRAMEVZ128F4280A16,SOWZREF12A8C13810B,0.0
TRAMLYH128F426F90E,SOLKIUR12A8C1393C5,0.0
TRAMLFL128F93062A0,SOOJLSM12AB0180267,0.0
TRAMLAE128F931FBE7,SOPRXCY12AB0183788,0.0
TRAMLJB128F4220AC2,SOYRUFJ12A81C22C87,0.0
TRAMLZC128F92F3EB9,SOIGEWM12AB0184077,0.0
TRAMLQH12903CA69B2,SOXKLGM12A58A7D814,0.0
TRAMLMB128F14743B1,SOPPEEZ12A6D4F87B2,0.0
TRAMLZU128F4284A13,SORQCTW12A8C13AB09,0.0
TRAMLZR128F149EBB3,SOASGOU12A6D4FBAED,0.0
TRAMLPB128F933F690,SOMRPXI12AB018788D,0.0
TRAMLUE128F147230E,SOVCYMJ12A6D4F7726,0.0
TRAMLQC128F429222A,SOQJLAI12A8C13BF33,0.0
TRAMLGZ12903CA6BC4,SOFOHOB12AB0186C23,0.0
TRAMLGE128F92F81DD,SOMHGDS12AB017F0E2,0.0
TRAMPPS128F14A9068,SOIYMOP12A6D4FB02E,0.0
TRAMPPE128F92E1218,SOYXCOI12A8C1421AB,0.0
TRAMPWN128F934C221,SOIIXNV12AB018265A,0.0
TRAMPPX128F429BF75,SOHVBFS12A8C13E159,0.0
TRAMPCN12903CC4E5B,SOAAFUV12AB018831D,0.0
TRAMPQY128F933935E,SOZGJIY12AB0186634,0.0
TRAMPJS128F933B5D1,SOXINEE12AB0189B66,0.0
TRAMPPQ128F92C2E36,SOVTNTH12A8C1421C9,0.0
TRAMPHV12903CF952C,SONDTMH12AC468965E,0.0
TRAMPCW128F92CC022,SODTEMK12AF72A7210,0.0
TRAMPXI128F931154A,SORMVVP12AB017B071,0.0
TRAMWLJ128F9353C44,SOCNYGS12AB01832B8,0.0
TRAMWIH128F92D28B2,SONHTWP12A8C142744,0.0
TRAMWKK128F9314838,SONHKXA12AB0180478,0.0
TRAMWDI128F92FF678,SOLLOTO12AB01804C6,0.01262449151353626
TRAMWHA128F92E7FDB,SONJZMT12AB018299D,0.0
TRAMWMT128F1453E62,SOCEHMD12A67AD94C4,0.0
TRAMWOH12903CA8BA0,SOJCZUF12AB018A68B,0.0
TRAMWON12903CE7DBA,SODRPJT12AC468DEF1,0.0
TRAMWQG128F427BA3C,SOUNAAM12A8C13A752,0.0
TRAMWGW128F92E16FF,SOGPSMM12A8C13FDBA,0.0
TRAMWJH128F145DBE9,SOANXLR12A6D4F82BF,0.0
TRAMWKM128F92D51E4,SOOUILN12AAA8C75EF,0.0
TRAMWHX128F4237056,SOJIBPK12A8AE4657E,0.0
TRAMWIC128F92FCC79,SONQXNP12AB017F81B,0.0
TRAMWSA128F9359719,SOSBXRW12AB01857E0,0.0
TRAMWLL12903D119DA,SOPIHMB12AC468E0DD,0.0
TRAMZGZ128F42413C2,SONBSUA12A8AE47EE5,0.0
TRAMZHL12903CB65C3,SOBUBWM12AB0185123,0.0
TRAMZIZ128F4269F51,SOVIZEV12A8C1377F2,0.0
TRAMZPZ128F4274ECC,SOZPRDS12A8C134E2E,0.0
TRAMZVC128F92E0729,SOCGTRV12AAA15DE67,0.0
TRAMZKU128F9345F08,SONGGNI12AB0184B1E,0.0
TRAMGSK128F1473A5B,SODYQME12A6D4F6FB4,0.0
TRAMGGI128F932EC4D,SOGBOCA12A582A2A78,0.0
TRAMGBE128F148B476,SOSKQYI12A6D4F95E2,0.0
TRAMGUT12903CEDE40,SOQYRAY12AC3DFAFB0,0.0
TRAMGZG12903CC672C,SODVART12AB0188835,0.0
TRAMGTA128F9343FAC,SOBASZR12AB0188D8E,0.0
TRAMGTG128F92F184A,SOQGYLZ12A8C1445A1,0.0
TRAMGQR128E0786CA7,SOXNQKW12A6701F7E0,0.0
TRAMGAZ128F148D4C3,SOJKFQE12A58A7CA77,0.0
TRAMGZF128F4292DA9,SOQEEGM12A8C13C4EF,0.0
TRAMGJJ128F421487E,SONFKVB12A6D4FBA9A,0.0
TRAMGTB128F4251586,SOXYJAJ12A81C22F87,0.0
TRAMGZV128F426FAB3,SOQPGGJ12A8C13ABEB,0.0
TRAMGZR128F429AF94,SOVKRGY12A8C13981D,0.0
TRAMGPM128F9311196,SODKJWI12A8151BD74,0.0
TRAMGDX12903CEF79F,SOZERJS12AC9070FF3,0.0
TRAMTFQ128F9352EDB,SOZUCVS12AB0182119,0.0
TRAMTTD128F42246F3,SOQMDHI12A6D4F98DC,0.0
TRAMTYX128F42985D0,SOIOCUC12A8C13EDAA,0.0
TRAMTKT128F4222C3A,SOJLUXH12A6D4FD0CE,0.0
TRAMTYA128F932EB9F,SOVNIWE12A8C144C9E,0.0
TRAMTXZ12903CEB1A0,SOENKHG12A58A79945,0.0
TRAMTIH128F933E8E4,SODICKC12AB0186806,0.02737226277372263
TRAMKPP128F92F6F0C,SOGCGDZ12AB01844CC,0.0
TRAMKVB128F4223DAE,SORGSDN12A6D4FCA0A,0.0
TRAMKIP128F42A72EC,SOOHCSN12A8C13F950,0.0
TRAMKUA128F92ED3E1,SOZFGOG12A58A7F755,0.0
TRAMKCK128F4266769,SOUQKXS12A8C132CAD,0.0
TRAMKUF128F9353E34,SOTWTSF12AB01830BD,0.0
TRAMKRX128EF3686A4,SOCZJSH12A6D4F7636,0.0
TRAMKKJ128F1463612,SOOREAS12A58A7C580,0.0
TRAMKXD128F146697F,SOOFJAI12A6D4F6F24,0.0
TRAMKDJ128F92F3D8B,SOQVXCF12AF72A419B,0.0
TRAMKQJ128F1499D81,SOOVQIU12A6D4FB6C9,0.0
TRAMQKM128F1474EEE,SOBWYOK12A6D4F9314,0.0
TRAMQMX128EF34EF23,SOSRUNU12A6D4F988C,0.0
TRAMQBK12903CDA356,SOCZBGK12AB0187C35,0.0
TRAMQFO128F423CC4A,SOHPFBD12A8C133971,0.0
TRAMQEB128F9306B3A,SOAIEMM12AB017EC98,0.0
TRAMQCL128F426F80D,SOFWEJY12A8C131DF1,0.0
TRAMQSY128F4286540,SOGOFSR12A8C13CE47,0.0
TRAMQKQ128F93291A3,SOVEVBC12AB0185DCB,0.0
TRAMQWV128F425C3DA,SOYZBUV12A8C1393FD,0.0
TRAMUPG128F426E688,SOVRBKR12A8C133AF2,0.0
TRAMUJQ128F4258D02,SORYJIP12A8C139505,0.0
TRAMUYY128F4275B6B,SOHJJTY12A8C139876,0.0
TRAMUUZ128F933CA08,SOKZNMZ12A6D4F7D44,0.0
TRAMUCQ128F4254CA3,SOPDUIV12A8C1367B5,0.0
TRAMUFV128F428DA9F,SOZTRYZ12A8C13D285,0.0
TRAMUYQ128F428CA58,SOMHYKZ12B34F1F013,0.0
TRAMUOU12903CD599E,SOZIIHW12AB0189AFA,0.0
TRAMVMU128F4241923,SOCJDLS12A8AE468B4,0.0
TRAMVCA128F933F347,SOOONHL12AB01824B1,0.0
TRAMVUW128F42325F9,SOVRUGO12A8151D3B3,0.0
TRAMVUQ12903CC900D,SOFWWUB12AB018CEA6,0.0
TRAMVBZ12903CB2635,SOLTLEZ12AB01886B3,0.0
TRAMVOM128F42ACB16,SOGBZFX12A8C13C9BA,0.0
TRAMVYI128EF35FDD8,SOMWLYI12A6D4F519D,0.0
TRARCNT12903CC4767,SOJWIXK12AB018D4B6,0.0
TRARCAU128F9337F05,SONCTTO12AB0183ED1,0.0
TRARCJT128F9316BA9,SOZVZIO12AB017C39B,0.0
TRARCZH12903CF7D2F,SOGQWTX12AB017FD78,0.0
TRARCNN12903CD5262,SONARPL12CF5465254,0.0
TRARCMH12903CB8E8B,SOQQPAX12AB0185375,0.0
TRARCSJ12903CA71D8,SOFSDOM12AB01830F1,0.0
TRARJKN128F92F6CF8,SOEJBBP12AB017F03E,0.0
TRARJEK128F930B3AA,SOACUYZ12CF54662F1,0.0
TRARJVW128F14937AB,SONSKRD12A6D4F9439,0.0
TRARJEM128F92E444D,SOCQEHT12AB017F37F,0.0
TRARJPL128F931C7D2,SOWNOXA12AB0184353,0.0
TRARJLC128F9323715,SOXXJWR12AB017F577,0.0
TRARJGM12903CF5DAC,SOGATPI12AC960DCAC,0.0
TRARJMX128F149BE14,SOWXSQT12A6D4FC02E,0.0
TRARIIY128F147187D,SOIAZJL12A6D4F854E,0.0
TRARIMP128F933D217,SOOQCOC12A8C132A5A,0.0
TRARIPU128F92FA1E1,SOIDSPL12AB0182DF0,0.0
TRARIGL128F422B9CE,SOQNRHE12A8AE4849A,0.0
TRARITF12903CE7DA9,SOAMBCI12AC4685087,0.0
TRARIWH128E079349F,SOPVMQT12A679C8040,0.0
TRARINE128F4280B9C,SOVOTBC12A6D4F696A,0.0
TRARIKA128F9335A8C,SOQYSAU12AB018263A,1.3381086783272083
TRARIRG128F147FC96,SOZKFHV12A6D4F996F,0.0
TRARIMG128F931B45A,SOSRIVF12AB017DF0E,0.0
TRARIZK128F92FF27A,SOCPFDY12AB018300D,0.0
TRARHXX128F93477A0,SOPQFFJ12AB0183400,-0.3125
TRARHLY128F42698CA,SOPAESK12A58A7BA11,0.0
TRARHCB128F148D1B0,SOVMSTD12A6D4F9840,0.0
TRARHFV128F92E0ECE,SOHBUBB12A3F1ED339,0.0
TRARHMM128F92F2DC9,SOIZQWP12AAF3B51CA,0.0
TRARHBD128F423A0EA,SOZEYFC12A58A77E0B,0.0
TRARHFF128F933D378,SOGKLCE12AB0186FDC,0.0
TRARHKQ128F92EF0B2,SOWPSOV12A8C13FFE5,0.0
TRARXLM12903CC2306,SOGTNRF12AB0186035,0.0
TRARXXW128F4294FE1,SOBJREC12A8C139A10,0.0
TRARXIT128F423DC97,SOGMLLJ12A8AE46BA4,0.0
TRARXUA12903CE88EC,SODHXXN12AC46899D2,0.0
TRARXAN12903CBF286,SOFLGMJ12AB01885F6,0.0
TRARXGB128F42927B0,SOHYLEY12A8C13F20D,0.0
TRARXJJ128F1452983,SOTCGFW12A6D4F3B84,0.0
TRARXRL128F4278709,SOOAOFY12A8C13BDEB,0.0
TRARXMV128F92F59C8,SOJNSEO12AB01818F8,-0.46875
TRARXIQ128F9354D9C,SOUPVPL12AB0189B9F,0.0
TRARXVP12903CF39FE,SOSYUIY12AB0189FC2,0.0
TRARXRH128F428927C,SOJINJO12A8C13C8C9,0.0
TRAROQL128F92F7E7D,SOOBOIA12AAF3B268E,0.0
TRAROHB128F145CD83,SOAHNZK12A6D4F79A9,0.0
TRARODV128F1460DBC,SOWYFAX12A6D4F7A3D,0.0
TRAROSP128F1487270,SOFPYLJ12A6D4F843F,0.2159090909090909
TRAROFY12903CD2618,SOOIZES12AB018A80F,0.0
TRARODD128F4225D3F,SOWLJJU12A81C2224B,0.0
TRAROPS128F92F09A5,SONZYRS12A8C141A13,0.0
TRAROQC128F4273979,SOXSCPE12CF5F88012,0.0
TRAROCB128EF35098A,SOPTAMD12A58A7CFF3,0.0
TRAROPZ128F42A8AB2,SODXUGT12A58A78B78,0.0
TRAROOB128F424C74C,SOMLDJP12A6D4FD967,0.0
TRAROUS12903CF4F08,SOMXLQP12AB018284C,0.0
TRARMRJ128F92EBD5C,SOGGBMU12A8C145B5D,0.0
TRARMUY12903D02555,SOPILFZ12AC468D188,0.0
TRARMUI128F147162F,SOQMDPN12AF72A25EE,0.0
TRARMFD128F4231386,SOJVAAE12A8BED74B1,0.0
TRARMYQ128F149F18A,SOZDDPQ12AF72A8BA8,0.0
TRARMNI128F9336EF9,SONNDTL12AB0187AC9,0.0
TRARMPI12903CCE6BD,SOKDGJC12AB018BFB9,0.0
TRARMHD12903D02A2A,SOJOLZE12AC3DFA463,0.0
TRARMLZ128F9330684,SOHVQGL12AB01810AD,0.0
TRARMRC128F424317A,SOELVGK12A8C1337AF,0.0
TRARMUZ128F14AA0EA,SOMOKFH12A6D4F9EE6,0.0
TRARMHA128F92E7D32,SOTPQFM12AB017AC9E,0.0
TRARMWA128F424147D,SOABTKM12A8AE4721E,0.0
TRARMDJ128F931F980,SOHSBLC12AB0183BC9,0.0
TRARMIK128F4270A74,SOPRPES12A8C1372A6,0.0
TRARMZO128F93362A2,SOUGUXL12AB0184B76,0.0
TRARMPK128F9302164,SOWHPTY12AB0181D50,0.0
TRARMYZ128F426150A,SOLCJWW12A8C137C98,0.09734356562411929
TRARRMK12903CDF793,SOXGDVW12AB01864E7,0.0
TRARRQO128F427B5F5,SOBTEHX12A6D4FBF18,0.0
TRARRZU128F4253CA2,SOGSMXL12A81C23D88,0.0
TRARREF128F422FD96,SOZQSGL12AF72A9145,0.0
TRARRYC128F428CCDA,SOKSZVC12A8C142004,0.0
TRARRWA128F42A0195,SODJYEC12A8C13D757,0.0
TRARRUZ128F9307C57,SOEYIHF12AB017B5F4,0.0
TRARRER128F9328521,SOVVDCO12AB0187AF7,0.0
TRARROY128F42281F7,SORWTIF12A6D4FAA41,0.0
TRARRVB128F92F47CA,SOKRHNY12AB01837DB,0.0
TRARRPG12903CD1DE9,SOGSOUE12A58A76443,0.0
TRARRJL128F92DED0E,SOMBCOW12AAF3B229F,0.0
TRARYKP128F9334BB1,SOBLYNT12A8C137046,0.0
TRARYHD128F9344512,SOZEKTZ12AB0185274,0.0
TRARYQP12903CA18A4,SOUAAMR12AB018C0B1,0.0
TRARYXL128F92F939E,SODCBCN12AB01818EA,0.0
TRARYCL128F1456224,SOQFZBX12A6D4F5B4D,0.0
TRARYDZ128F9355209,SOOJCEQ12AB0189C25,0.0
TRARYFU12903CAE834,SOJIGMK12AB018B088,0.0
TRARYPU128F42552CF,SOKNSOQ12A8C134AAE,0.0
TRARAIO128E0780FDE,SOBBHAH12A6310FF6B,0.0
TRARAEU12903CB396C,SOKQLLS12AB0188EC1,0.0
TRARAAG128F42437FB,SOBJTHI12A8C133758,0.0
TRARAEG128F42647B2,SOQXNQP12A8C134AD7,0.0
TRARAZI128F427F3B4,SOBBCFN12A8C13E4D9,0.0
TRARANL128F1478789,SOBDENU12CF5465247,0.0
TRARACF128F424FACF,SOCNBUC12A81C2075A,0.0
TRARAJS12903CAD54F,SOUXAJS12AB0184E3B,0.0
TRARALS128F934F7C1,SOLNEKT12AB0187086,0.0
TRARAHB128F428928E,SOVPFPD12A8C13921A,0.0
TRARAKX12903CBADE2,SOVGOOO12AB0182D50,-0.5250850340136055
TRARAIG128F424DDCC,SONXKIQ12A8C13292A,0.0
TRARATE128F92FE56A,SOHVPTO12A8C138ADF,-0.10890151515151515
TRARAGQ12903CB6892,SOIIANJ12AB0184B3E,0.0
TRARBYC128F92CEF3C,SOSYHBX12A8C1417B8,0.0
TRARBIM12903CECEE0,SOWOTCY12AC907329A,0.0
TRARBQM128F92FBB81,SOHLGRQ12A8C13B296,0.0
TRARBFC128EF3500F8,SOTGSMJ12A6D227171,0.0
TRARBBK128F427ED68,SOMBDFC12A58A7A14E,0.0
TRARBKI128F423DFA4,SOSVQAW12A67ADC91A,0.0
TRARBJW128E0788A1A,SOBGZZO12A6701CD25,0.0
TRARBVD128F4239284,SOFKARX12A8AE485EE,0.0
TRARBZK128F934549A,SOZZWWW12A58A8146A,0.0
TRARBLB128F14AD018,SOLCSWD12A6D4FA136,0.0
TRARBXA128F426E188,SOZMPSO12A8C132D83,0.0
TRARBGR128F42264D1,SOFEOZP12A6D4F9DF1,0.0
TRARBCN128F92F3559,SOOHHOU12AB018157C,0.0
TRARBKD128F42BA84D,SOFGEIT12A8C1406F3,0.0
TRARBDK128F92C7F0B,SOIBJTK12A8C143D5E,0.0
TRARBGM12903CC5026,SOLLCFT12A58A7A566,0.0
TRARNZA128F424EC6A,SOMGMSS12A8C13492A,0.0
TRARNKQ12903CE7299,SOIHVVZ12A8C138E9D,0.0
TRARNAJ128F92CD7F9,SOJIRAY12A8C141F8B,0.0
TRARNCP128F42AB2B0,SOKLGLN12A8C13D204,0.0
TRARNZV128F930CDFB,SOSNDGZ12AB017D82F,0.0
TRARNBZ128F4238CF7,SOMAFQT12A8AE47E8D,0.0
TRARNJN12903CE49F8,SOMMPRY12A8C131C5C,0.0
TRARNIL12903C9A9C8,SOFIYUN12AB0184842,0.0
TRARNAS128EF355915,SORDYIS12A6D4F64EC,0.0
TRARNMW128F92DE2D4,SOOOCMS12A8C1413F3,0.0
TRARSAW12903C9EDEB,SOJCTES12AB01867CC,0.0
TRARSAM128F4256E04,SOFYJDL12A58A7DD52,0.0
TRARSKS128F4272D2F,SOUZAFY12A8C136709,0.0
TRARSLP12903CE2AA6,SOHOPYC12AB0188EFC,0.0
TRARSZV12903CDB2DE,SOHPAVE12A8AE47190,0.0
TRARSMV128F1469CCF,SOSNAWZ12A6D4F74DF,0.0
TRARSKA128F9336A04,SOQKBQI12AB0182711,0.0
TRARSJD128F932BAF8,SOOLZKK12A58A80000,0.0
TRARSFU12903CB2669,SOVNTGC12AB01818F3,0.0
TRARFSH128F92DFDED,SOLVAZN12AB017DBAD,0.0
TRARFKP12903CF5DF1,SOQGGUN12AC4689CF7,0.0
TRARFWJ128F9339D70,SOCIFIF12A8C1378E5,0.0
TRARFOC128F92ED401,SOQRRHL12AB017A67C,0.0
TRARFXI128F1468CE3,SOWISQE12A6D4F7DBB,0.0
TRARFSI128F92C5B06,SONUOBX12A8C141070,0.0
TRARFCT12903CD3545,SOMMZQP12AB0186FFE,0.0
TRARFLF128F425B49B,SORZLQQ12A8C137BB6,0.0
TRARFAB128F4244BB7,SOTKJVT12A6D4FAB59,0.0
TRARFTH128F93052CF,SOMWSER12AAF3B3B53,0.0
TRARFQL128F931E523,SOHKKXU12A67ADA08F,0.0
TRARFQY12903CA07B6,SOENOQK12AB01864B9,0.0
TRARFAZ128F93481AD,SOAHPOW12A8C142E38,0.0
TRARFAV128F428B7B2,SOVKSAD12A8C142C13,0.0
TRARDLO128F42A0469,SOQLJZN12A8C141701,0.0
TRARDUI12903CBF6B6,SOTNAWQ12AB01870F4,0.0
TRARDNE128F1472357,SOAXFFT12A6D4F7B45,0.0
TRARDCR12903CE6FBE,SOOBQGC12AC468CEAA,0.0
TRARDHN128F4243072,SOEZJIE12A8C1318B7,0.0
TRARDRG128F931766E,SOHUTJL12AB017CFDD,0.0
TRARDSS12903D0C029,SOZQSIB12AC46881EC,0.0
TRARDJY128F14750EA,SOQWFLA12AF72A8A63,0.0
TRARDFD12903CECB2C,SONSSZX12AC4687680,0.0
TRARDOK128F9300AB5,SORKFNI12AB018214B,0.0
TRARDSC128F148B688,SOAAVJY12A58A8076E,0.0
TRARDRX128F9325812,SOZFKKI12AB018602A,0.0
TRARESY128F42444FC,SOGFGGL12A8AE47040,0.0
TRAREWD128F425AC6A,SOKLINL12A8C13447C,0.0
TRAREAP12903D09025,SOFQGMJ12AC468CBA7,0.0
TRAREHS128F92F8E13,SOQQXBH12A8C145D71,0.0
